IDNUMBO;PRODA;UGBBO;RATIOBO;;IDNUMCA;UGBCA;PRODA;RATIOCA;;IDNUMHE;UGBHE;PRODA;RATIOHE;;IDNUMOV;UGBOV;PRODA;RATIOOV;;IDNUMPO;UGBPO;PRODA;RATIOPO;;TDTE3;;ZENVI
;;;;;;;;;;;;;;;;;;;;;;;;;37569.38;;0
;;;;;;;;;;;;;;;;;;;;;;;;;15799.04;;0
;;;;;;;;;;;;;;;;;;;;;;;;;293335.48;;0
;;;;;;;;;;;;;;;;;;;;;;;;;150064;;0
;;;;;;;;;;;;;;;;;;;;;;;;;80625.22;;0
;;;;;;;;;;;;;;;;;;;;;;;;;92974.39;;0
;;;;;;;;;;;;;;;;;;;;;;;;;16517;;0
;;;;;;;;;;;;;;;;;;;;;;;;;43826;;0
;;;;;;;;;;;;;;;;;;;;;;;;;15395;;0
;;;;;;;;;;;;;;;;;;;;;;;;;179374;;0
;;;;;;;;;;;;;;;;;;;;;;;;;33005;;0
;;;;;;;;;;;;;;;;;;;;;;;;;300967;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1544419;;0
;;;;;;;;;;;;;;;;;;;;;;;;;49950;;0
;;;;;;;;;;;;;;;;;;;;;;;;;216893;;0
;;;;;;;;;;;;;;;;;;;;;;;;;457323;;0
;;;;;;;;;;;;;;;;;;;;;;;;;836871;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1174973;;0
;;;;;;;;;;;;;;;;;;;;;;;;;62665;;0
;;;;;;;;;;;;;;;;;;;;;;;;;721974;;0
;;;;;;;;;;;;;;;;;;;;;;;;;130986;;0
;;;;;;;;;;;;;;;;;;;;;;;;;137277;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1527663;;0
;;;;;;;;;;;;;;;;;;;;;;;;;408072;;0
;;;;;;;;;;;;;;;;;;;;;;;;;770023;;0
;;;;;;;;;;;;;;;;;;;;;;;;;137714;;0
;;;;;;;;;;;;;;;;;;;;;;;;;851469;;0
;;;;;;;;;;;;;;;;;;;;;;;;;489149;;0
;;;;;;;;;;;;;;;;;;;;;;;;;449931;;0
;;;;;;;;;;;;;;;;;;;;;;;;;273772;;0
;;;;;;;;;;;;;;;;;;;;;;;;;495899;;0
;;;;;;;;;;;;;;;;;;;;;;;;;303323;;0
;;;;;;;;;;;;;;;;;;;;;;;;;145794;;0
;;;;;;;;;;;;;;;;;;;;;;;;;74043;;0
;;;;;;;;;;;;;;;;;;;;;;;;;77924;;0
;;;;;;;;;;;;;;;;;;;;;;;;;19907;;0
;;;;;;;;;;;;;;;;;;;;;;;;;226388;;0
;;;;;;;;;;;;;;;;;;;;;;;;;653265;;0
;;;;;;;;;;;;;;;;;;;;;;;;;14246;;0
;;;;;;;;;;;;;;;;;;;;;;;;;35670;;0
;;;;;;;;;;;;;;;;;;;;;;;;;33544;;0
;;;;;;;;;;;;;;;;;;;;;;;;;230694;;0
;;;;;;;;;;;;;;;;;;;;;;;;;2068558;;0
;;;;;;;;;;;;;;;;;;;;;;;;;824670;;0
;;;;;;;;;;;;;;;;;;;;;;;;;386518;;0
;;;;;;;;;;;;;;;;;;;;;;;;;237919;;0
;;;;;;;;;;;;;;;;;;;;;;;;;236530;;0
;;;;;;;;;;;;;;;;;;;;;;;;;68567.68;;0
;;;;;;;;;;;;;;;;;;;;;;;;;304369;;0
;;;;;;;;;;;;;;;;;;;;;;;;;974;;0
;;;;;;;;;;;;;;;;;;;;;;;;;383973;;0
;;;;;;;;;;;;;;;;;;;;;;;;;509737;;0
;;;;;;;;;;;;;;;;;;;;;;;;;10074;;0
;;;;;;;;;;;;;;;;;;;;;;;;;42102;;0
;;;;;;;;;;;;;;;;;;;;;;;;;57936;;0
;;;;;;;;;;;;;;;;;;;;;;;;;231243.09;;1
;;;;;;;;;;;;;;;;;;;;;;;;;29933;;0
;;;;;;;;;;;;;;;;;;;;;;;;;71674;;0
;;;;;;;;;;;;;;;;;;;;;;;;;50677;;0
;;;;;;;;;;;;;;;;;;;;;;;;;256469;;0
;;;;;;;;;;;;;;;;;;;;;;;;;168612;;0
;;;;;;;;;;;;;;;;;;;;;;;;;285825;;1
;;;;;;;;;;;;;;;;;;;;;;;;;743120;;0
;;;;;;;;;;;;;;;;;;;;;;;;;434343;;0
;;;;;;;;;;;;;;;;;;;;;;;;;334793;;0
;;;;;;;;;;;;;;;;;;;;;;;;;291299;;0
;;;;;;;;;;;;;;;;;;;;;;;;;85737;;0
;;;;;;;;;;;;;;;;;;;;;;;;;518081;;0
;;;;;;;;;;;;;;;;;;;;;;;;;246973;;0
;;;;;;;;;;;;;;;;;;;;;;;;;17529;;0
;;;;;;;;;;;;;;;;;;;;;;;;;841246;;0
;;;;;;;;;;;;;;;;;;;;;;;;;212723.43;;0
;;;;;;;;;;;;;;;;;;;;;;;;;34631;;1
;;;;;;;;;;;;;;;;;;;;;;;;;207590;;0
;;;;;;;;;;;;;;;;;;;;;;;;;108448;;0
;;;;;;;;;;;;;;;;;;;;;;;;;68606;;0
;;;;;;;;;;;;;;;;;;;;;;;;;297406.61;;0
;;;;;;;;;;;;;;;;;;;;;;;;;44367;;0
;;;;;;;;;;;;;;;;;;;;;;;;;456639.22;;0
;;;;;;;;;;;;;;;;;;;;;;;;;488783.38;;0
;;;;;;;;;;;;;;;;;;;;;;;;;70572.05;;0
;;;;;;;;;;;;;;;;;;;;;;;;;195790.77;;0
;;;;;;;;;;;;;;;;;;;;;;;;;218333;;0
;;;;;;;;;;;;;;;;;;;;;;;;;104294.13;;0
;;;;;;;;;;;;;;;;;;;;;;;;;277187;;0
;;;;;;;;;;;;;;;;;;;;;;;;;31177.67;;0
;;;;;;;;;;;;;;;;;;;;;;;;;13625;;0
;;;;;;;;;;;;;;;;;;;;;;;;;508729;;0
;;;;;;;;;;;;;;;;;;;;;;;;;147141;;0
;;;;;;;;;;;;;;;;;;;;;;;;;135140.6;;0
;;;;;;;;;;;;;;;;;;;;;;;;;5393.54;;0
;;;;;;;;;;;;;;;;;;;;;;;;;94230.05;;0
;;;;;;;;;;;;;;;;;;;;;;;;;7132.93;;0
;;;;;;;;;;;;;;;;;;;;;;;;;70922.02;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1029600.54;;0
;;;;;;;;;;;;;;;;;;;;;;;;;135567.2;;0
;;;;;;;;;;;;;;;;;;;;;;;;;93788.33;;0
;;;;;;;;;;;;;;;;;;;;;;;;;473877;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1242497;;0
;;;;;;;;;;;;;;;;;;;;;;;;;120550;;0
;;;;;;;;;;;;;;;;;;;;;;;;;217483;;0
;;;;;;;;;;;;;;;;;;;;;;;;;800659;;0
;;;;;;;;;;;;;;;;;;;;;;;;;606613;;0
;;;;;;;;;;;;;;;;;;;;;;;;;245783.93;;0
;;;;;;;;;;;;;;;;;;;;;;;;;182699.29;;0
;;;;;;;;;;;;;;;;;;;;;;;;;461146.23;;0
;;;;;;;;;;;;;;;;;;;;;;;;;89947.37;;0
;;;;;;;;;;;;;;;;;;;;;;;;;76984;;0
;;;;;;;;;;;;;;;;;;;;;;;;;2596;;0
;;;;;;;;;;;;;;;;;;;;;;;;;61792.55;;0
;;;;;;;;;;;;;;;;;;;;;;;;;37600.04;;0
;;;;;;;;;;;;;;;;;;;;;;;;;90232;;0
;;;;;;;;;;;;;;;;;;;;;;;;;130621;;0
;;;;;;;;;;;;;;;;;;;;;;;;;31609.8;;0
;;;;;;;;;;;;;;;;;;;;;;;;;11749;;0
;;;;;;;;;;;;;;;;;;;;;;;;;150;;0
;;;;;;;;;;;;;;;;;;;;;;;;;384590;;0
;;;;;;;;;;;;;;;;;;;;;;;;;107145;;0
;;;;;;;;;;;;;;;;;;;;;;;;;678118;;0
;;;;;;;;;;;;;;;;;;;;;;;;;31240;;1
;;;;;;;;;;;;;;;;;;;;;;;;;19485;;0
;;;;;;;;;;;;;;;;;;;;;;;;;146577;;0
;;;;;;;;;;;;;;;;;;;;;;;;;138814;;0
;;;;;;;;;;;;;;;;;;;;;;;;;777766;;0
;;;;;;;;;;;;;;;;;;;;;;;;;384012;;0
;;;;;;;;;;;;;;;;;;;;;;;;;154443;;0
;;;;;;;;;;;;;;;;;;;;;;;;;69541;;0
;;;;;;;;;;;;;;;;;;;;;;;;;25807;;0
;;;;;;;;;;;;;;;;;;;;;;;;;80864;;0
;;;;;;;;;;;;;;;;;;;;;;;;;101615;;0
;;;;;;;;;;;;;;;;;;;;;;;;;158880;;0
;;;;;;;;;;;;;;;;;;;;;;;;;45926;;0
;;;;;;;;;;;;;;;;;;;;;;;;;191826;;0
;;;;;;;;;;;;;;;;;;;;;;;;;226085;;0
;;;;;;;;;;;;;;;;;;;;;;;;;146107;;0
;;;;;;;;;;;;;;;;;;;;;;;;;157390;;0
;;;;;;;;;;;;;;;;;;;;;;;;;428505;;0
;;;;;;;;;;;;;;;;;;;;;;;;;264913;;0
;;;;;;;;;;;;;;;;;;;;;;;;;231729;;0
;;;;;;;;;;;;;;;;;;;;;;;;;252564;;0
;;;;;;;;;;;;;;;;;;;;;;;;;3717;;1
;;;;;;;;;;;;;;;;;;;;;;;;;52181;;0
;;;;;;;;;;;;;;;;;;;;;;;;;87143;;1
;;;;;;;;;;;;;;;;;;;;;;;;;124988;;0
;;;;;;;;;;;;;;;;;;;;;;;;;168107.4;;0
;;;;;;;;;;;;;;;;;;;;;;;;;279116;;0
;;;;;;;;;;;;;;;;;;;;;;;;;21633;;0
;;;;;;;;;;;;;;;;;;;;;;;;;15631;;0
;;;;;;;;;;;;;;;;;;;;;;;;;73403.37;;0
;;;;;;;;;;;;;;;;;;;;;;;;;296934.13;;0
;;;;;;;;;;;;;;;;;;;;;;;;;287195.2;;0
;;;;;;;;;;;;;;;;;;;;;;;;;43290;;0
;;;;;;;;;;;;;;;;;;;;;;;;;384865.58;;0
;;;;;;;;;;;;;;;;;;;;;;;;;496902;;0
;;;;;;;;;;;;;;;;;;;;;;;;;171641;;0
;;;;;;;;;;;;;;;;;;;;;;;;;509682;;0
;;;;;;;;;;;;;;;;;;;;;;;;;828662;;0
;;;;;;;;;;;;;;;;;;;;;;;;;66559;;0
;;;;;;;;;;;;;;;;;;;;;;;;;872684;;0
;;;;;;;;;;;;;;;;;;;;;;;;;480153;;0
;;;;;;;;;;;;;;;;;;;;;;;;;482756;;0
;;;;;;;;;;;;;;;;;;;;;;;;;2856389;;0
;;;;;;;;;;;;;;;;;;;;;;;;;656736;;0
;;;;;;;;;;;;;;;;;;;;;;;;;515829;;0
;;;;;;;;;;;;;;;;;;;;;;;;;484769;;0
;;;;;;;;;;;;;;;;;;;;;;;;;118069;;0
;;;;;;;;;;;;;;;;;;;;;;;;;950896;;0
;;;;;;;;;;;;;;;;;;;;;;;;;180186;;0
;;;;;;;;;;;;;;;;;;;;;;;;;839930;;0
;;;;;;;;;;;;;;;;;;;;;;;;;131289;;0
;;;;;;;;;;;;;;;;;;;;;;;;;406082;;0
;;;;;;;;;;;;;;;;;;;;;;;;;11804.77;;0
;;;;;;;;;;;;;;;;;;;;;;;;;397293;;0
;;;;;;;;;;;;;;;;;;;;;;;;;91927.39;;0
;;;;;;;;;;;;;;;;;;;;;;;;;284789.35;;0
;;;;;;;;;;;;;;;;;;;;;;;;;163843;;0
;;;;;;;;;;;;;;;;;;;;;;;;;164114;;0
;;;;;;;;;;;;;;;;;;;;;;;;;32363;;0
;;;;;;;;;;;;;;;;;;;;;;;;;16235.8;;0
;;;;;;;;;;;;;;;;;;;;;;;;;47122.1;;0
;;;;;;;;;;;;;;;;;;;;;;;;;103301.79;;0
;;;;;;;;;;;;;;;;;;;;;;;;;465593.5;;0
;;;;;;;;;;;;;;;;;;;;;;;;;17070.73;;0
;;;;;;;;;;;;;;;;;;;;;;;;;2734;;0
;;;;;;;;;;;;;;;;;;;;;;;;;184545;;0
;;;;;;;;;;;;;;;;;;;;;;;;;38099.81;;0
;;;;;;;;;;;;;;;;;;;;;;;;;310546;;0
;;;;;;;;;;;;;;;;;;;;;;;;;125314;;0
;;;;;;;;;;;;;;;;;;;;;;;;;133507;;0
;;;;;;;;;;;;;;;;;;;;;;;;;173136;;0
;;;;;;;;;;;;;;;;;;;;;;;;;209547;;0
;;;;;;;;;;;;;;;;;;;;;;;;;320312;;0
;;;;;;;;;;;;;;;;;;;;;;;;;328978;;0
;;;;;;;;;;;;;;;;;;;;;;;;;917676;;0
;;;;;;;;;;;;;;;;;;;;;;;;;373400;;0
;;;;;;;;;;;;;;;;;;;;;;;;;117365;;0
;;;;;;;;;;;;;;;;;;;;;;;;;365928;;0
;;;;;;;;;;;;;;;;;;;;;;;;;19793;;0
;;;;;;;;;;;;;;;;;;;;;;;;;106145;;0
;;;;;;;;;;;;;;;;;;;;;;;;;290947;;0
;;;;;;;;;;;;;;;;;;;;;;;;;147514;;0
;;;;;;;;;;;;;;;;;;;;;;;;;113693;;0
;;;;;;;;;;;;;;;;;;;;;;;;;59649;;0
;;;;;;;;;;;;;;;;;;;;;;;;;324258;;0
;;;;;;;;;;;;;;;;;;;;;;;;;246246;;0
;;;;;;;;;;;;;;;;;;;;;;;;;286209;;0
;;;;;;;;;;;;;;;;;;;;;;;;;63085;;0
;;;;;;;;;;;;;;;;;;;;;;;;;2760;;0
;;;;;;;;;;;;;;;;;;;;;;;;;263124;;0
;;;;;;;;;;;;;;;;;;;;;;;;;3845;;0
;;;;;;;;;;;;;;;;;;;;;;;;;150312;;0
;;;;;;;;;;;;;;;;;;;;;;;;;52462;;0
;;;;;;;;;;;;;;;;;;;;;;;;;36185.87;;0
;;;;;;;;;;;;;;;;;;;;;;;;;30095;;0
;;;;;;;;;;;;;;;;;;;;;;;;;7541;;0
;;;;;;;;;;;;;;;;;;;;;;;;;25989;;0
;;;;;;;;;;;;;;;;;;;;;;;;;262957;;0
;;;;;;;;;;;;;;;;;;;;;;;;;76752;;0
;;;;;;;;;;;;;;;;;;;;;;;;;28641;;0
;;;;;;;;;;;;;;;;;;;;;;;;;79506;;0
;;;;;;;;;;;;;;;;;;;;;;;;;26191;;0
;;;;;;;;;;;;;;;;;;;;;;;;;115542;;0
;;;;;;;;;;;;;;;;;;;;;;;;;105610;;0
;;;;;;;;;;;;;;;;;;;;;;;;;8347;;0
;;;;;;;;;;;;;;;;;;;;;;;;;24076.33;;0
;;;;;;;;;;;;;;;;;;;;;;;;;241551;;0
;;;;;;;;;;;;;;;;;;;;;;;;;48227.12;;1
;;;;;;;;;;;;;;;;;;;;;;;;;9578.6;;1
;;;;;;;;;;;;;;;;;;;;;;;;;30756.76;;0
;;;;;;;;;;;;;;;;;;;;;;;;;37067;;0
;;;;;;;;;;;;;;;;;;;;;;;;;70430;;0
;;;;;;;;;;;;;;;;;;;;;;;;;237896.65;;0
;;;;;;;;;;;;;;;;;;;;;;;;;61239;;0
;;;;;;;;;;;;;;;;;;;;;;;;;20131;;0
;;;;;;;;;;;;;;;;;;;;;;;;;9290;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1619;;0
;;;;;;;;;;;;;;;;;;;;;;;;;11467;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1046750;;0
;;;;;;;;;;;;;;;;;;;;;;;;;157909;;0
;;;;;;;;;;;;;;;;;;;;;;;;;54409;;0
;;;;;;;;;;;;;;;;;;;;;;;;;155111.02;;0
;;;;;;;;;;;;;;;;;;;;;;;;;9084.81;;0
;;;;;;;;;;;;;;;;;;;;;;;;;77967;;0
;;;;;;;;;;;;;;;;;;;;;;;;;60877.64;;1
;;;;;;;;;;;;;;;;;;;;;;;;;695848.7;;0
;;;;;;;;;;;;;;;;;;;;;;;;;344307.01;;0
;;;;;;;;;;;;;;;;;;;;;;;;;33889.13;;0
;;;;;;;;;;;;;;;;;;;;;;;;;275905;;0
;;;;;;;;;;;;;;;;;;;;;;;;;216464;;0
;;;;;;;;;;;;;;;;;;;;;;;;;554037;;0
;;;;;;;;;;;;;;;;;;;;;;;;;209062;;0
;;;;;;;;;;;;;;;;;;;;;;;;;205127;;0
;;;;;;;;;;;;;;;;;;;;;;;;;280177;;0
;;;;;;;;;;;;;;;;;;;;;;;;;434775;;0
;;;;;;;;;;;;;;;;;;;;;;;;;495686;;0
;;;;;;;;;;;;;;;;;;;;;;;;;223002;;0
;;;;;;;;;;;;;;;;;;;;;;;;;295497;;0
;;;;;;;;;;;;;;;;;;;;;;;;;82220;;0
;;;;;;;;;;;;;;;;;;;;;;;;;312566;;0
;;;;;;;;;;;;;;;;;;;;;;;;;6366;;0
;;;;;;;;;;;;;;;;;;;;;;;;;94370;;0
;;;;;;;;;;;;;;;;;;;;;;;;;56991.54;;0
;;;;;;;;;;;;;;;;;;;;;;;;;101285.8;;0
;;;;;;;;;;;;;;;;;;;;;;;;;25757.41;;0
;;;;;;;;;;;;;;;;;;;;;;;;;32379.26;;0
;;;;;;;;;;;;;;;;;;;;;;;;;73298.12;;0
;;;;;;;;;;;;;;;;;;;;;;;;;26717;;0
;;;;;;;;;;;;;;;;;;;;;;;;;62019;;1
;;;;;;;;;;;;;;;;;;;;;;;;;13589.96;;0
;;;;;;;;;;;;;;;;;;;;;;;;;5731.67;;0
;;;;;;;;;;;;;;;;;;;;;;;;;110305.1;;1
;;;;;;;;;;;;;;;;;;;;;;;;;827827.36;;0
;;;;;;;;;;;;;;;;;;;;;;;;;48382.37;;0
;;;;;;;;;;;;;;;;;;;;;;;;;10968;;0
;;;;;;;;;;;;;;;;;;;;;;;;;217681.31;;0
;;;;;;;;;;;;;;;;;;;;;;;;;33854;;0
;;;;;;;;;;;;;;;;;;;;;;;;;4608.9;;0
;;;;;;;;;;;;;;;;;;;;;;;;;40983.33;;0
;;;;;;;;;;;;;;;;;;;;;;;;;2496.23;;0
;;;;;;;;;;;;;;;;;;;;;;;;;284542.15;;0
;;;;;;;;;;;;;;;;;;;;;;;;;490623.06;;0
;;;;;;;;;;;;;;;;;;;;;;;;;945171.06;;0
;;;;;;;;;;;;;;;;;;;;;;;;;367149;;0
;;;;;;;;;;;;;;;;;;;;;;;;;17335;;0
;;;;;;;;;;;;;;;;;;;;;;;;;255931.57;;0
;;;;;;;;;;;;;;;;;;;;;;;;;16192;;0
;;;;;;;;;;;;;;;;;;;;;;;;;689554.18;;0
;;;;;;;;;;;;;;;;;;;;;;;;;41940;;0
;;;;;;;;;;;;;;;;;;;;;;;;;218880.69;;0
;;;;;;;;;;;;;;;;;;;;;;;;;958170;;0
;;;;;;;;;;;;;;;;;;;;;;;;;108684.02;;0
;;;;;;;;;;;;;;;;;;;;;;;;;791463;;0
;;;;;;;;;;;;;;;;;;;;;;;;;6275.83;;0
;;;;;;;;;;;;;;;;;;;;;;;;;37088.13;;0
;;;;;;;;;;;;;;;;;;;;;;;;;185326.57;;0
;;;;;;;;;;;;;;;;;;;;;;;;;221618.99;;0
;;;;;;;;;;;;;;;;;;;;;;;;;658842.14;;0
;;;;;;;;;;;;;;;;;;;;;;;;;97350.33;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1016213;;0
;;;;;;;;;;;;;;;;;;;;;;;;;771801.16;;0
;;;;;;;;;;;;;;;;;;;;;;;;;277435.67;;0
;;;;;;;;;;;;;;;;;;;;;;;;;60068.05;;0
;;;;;;;;;;;;;;;;;;;;;;;;;76181.17;;0
;;;;;;;;;;;;;;;;;;;;;;;;;71177;;0
;;;;;;;;;;;;;;;;;;;;;;;;;863010;;0
;;;;;;;;;;;;;;;;;;;;;;;;;7670.03;;0
;;;;;;;;;;;;;;;;;;;;;;;;;456033;;0
;;;;;;;;;;;;;;;;;;;;;;;;;11815;;0
;;;;;;;;;;;;;;;;;;;;;;;;;55094.34;;0
;;;;;;;;;;;;;;;;;;;;;;;;;627687;;0
;;;;;;;;;;;;;;;;;;;;;;;;;354814;;0
;;;;;;;;;;;;;;;;;;;;;;;;;862.62;;0
;;;;;;;;;;;;;;;;;;;;;;;;;127015;;0
;;;;;;;;;;;;;;;;;;;;;;;;;282625;;0
;;;;;;;;;;;;;;;;;;;;;;;;;445020.57;;0
;;;;;;;;;;;;;;;;;;;;;;;;;62805;;0
;;;;;;;;;;;;;;;;;;;;;;;;;166479;;0
;;;;;;;;;;;;;;;;;;;;;;;;;143125.23;;0
;;;;;;;;;;;;;;;;;;;;;;;;;214687;;0
;;;;;;;;;;;;;;;;;;;;;;;;;177659;;0
;;;;;;;;;;;;;;;;;;;;;;;;;49318.68;;0
;;;;;;;;;;;;;;;;;;;;;;;;;322830;;0
;;;;;;;;;;;;;;;;;;;;;;;;;108866;;0
;;;;;;;;;;;;;;;;;;;;;;;;;17256.26;;0
;;;;;;;;;;;;;;;;;;;;;;;;;377112;;0
;;;;;;;;;;;;;;;;;;;;;;;;;146478.11;;0
;;;;;;;;;;;;;;;;;;;;;;;;;27942.35;;0
;;;;;;;;;;;;;;;;;;;;;;;;;398953.22;;0
;;;;;;;;;;;;;;;;;;;;;;;;;76991.7;;0
;;;;;;;;;;;;;;;;;;;;;;;;;33609;;0
;;;;;;;;;;;;;;;;;;;;;;;;;443511;;0
;;;;;;;;;;;;;;;;;;;;;;;;;784008.44;;0
;;;;;;;;;;;;;;;;;;;;;;;;;360955;;0
;;;;;;;;;;;;;;;;;;;;;;;;;102011;;0
;;;;;;;;;;;;;;;;;;;;;;;;;9122;;0
;;;;;;;;;;;;;;;;;;;;;;;;;254028;;0
;;;;;;;;;;;;;;;;;;;;;;;;;162872;;0
;;;;;;;;;;;;;;;;;;;;;;;;;567902.52;;0
;;;;;;;;;;;;;;;;;;;;;;;;;614012;;1
;;;;;;;;;;;;;;;;;;;;;;;;;161780;;0
;;;;;;;;;;;;;;;;;;;;;;;;;65208.05;;0
;;;;;;;;;;;;;;;;;;;;;;;;;55771.61;;0
;;;;;;;;;;;;;;;;;;;;;;;;;83934;;0
;;;;;;;;;;;;;;;;;;;;;;;;;227264;;0
;;;;;;;;;;;;;;;;;;;;;;;;;374548.5;;0
;;;;;;;;;;;;;;;;;;;;;;;;;3279.8;;0
;;;;;;;;;;;;;;;;;;;;;;;;;86658.91;;0
;;;;;;;;;;;;;;;;;;;;;;;;;17143.15;;0
;;;;;;;;;;;;;;;;;;;;;;;;;81603.33;;0
;;;;;;;;;;;;;;;;;;;;;;;;;3311.96;;0
;;;;;;;;;;;;;;;;;;;;;;;;;171112.5;;0
;;;;;;;;;;;;;;;;;;;;;;;;;163297.36;;0
;;;;;;;;;;;;;;;;;;;;;;;;;135845.88;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1350825.55;;0
;;;;;;;;;;;;;;;;;;;;;;;;;597159;;0
;;;;;;;;;;;;;;;;;;;;;;;;;192210;;0
;;;;;;;;;;;;;;;;;;;;;;;;;143232;;0
;;;;;;;;;;;;;;;;;;;;;;;;;686173;;0
;;;;;;;;;;;;;;;;;;;;;;;;;575.63;;0
;;;;;;;;;;;;;;;;;;;;;;;;;17460.61;;0
;;;;;;;;;;;;;;;;;;;;;;;;;292965.61;;0
;;;;;;;;;;;;;;;;;;;;;;;;;77477.07;;1
;;;;;;;;;;;;;;;;;;;;;;;;;127886.89;;0
;;;;;;;;;;;;;;;;;;;;;;;;;247088;;0
;;;;;;;;;;;;;;;;;;;;;;;;;33781;;1
;;;;;;;;;;;;;;;;;;;;;;;;;45632;;0
;;;;;;;;;;;;;;;;;;;;;;;;;104318;;0
;;;;;;;;;;;;;;;;;;;;;;;;;92105;;0
;;;;;;;;;;;;;;;;;;;;;;;;;244125;;0
;;;;;;;;;;;;;;;;;;;;;;;;;175822.21;;0
;;;;;;;;;;;;;;;;;;;;;;;;;402348.48;;0
;;;;;;;;;;;;;;;;;;;;;;;;;419762.85;;0
;;;;;;;;;;;;;;;;;;;;;;;;;213825;;0
;;;;;;;;;;;;;;;;;;;;;;;;;549542.11;;0
;;;;;;;;;;;;;;;;;;;;;;;;;384676;;1
;;;;;;;;;;;;;;;;;;;;;;;;;362125;;0
;;;;;;;;;;;;;;;;;;;;;;;;;543116;;0
;;;;;;;;;;;;;;;;;;;;;;;;;12913;;0
;;;;;;;;;;;;;;;;;;;;;;;;;207377;;0
;;;;;;;;;;;;;;;;;;;;;;;;;238071;;0
;;;;;;;;;;;;;;;;;;;;;;;;;116589;;0
;;;;;;;;;;;;;;;;;;;;;;;;;529638;;0
;;;;;;;;;;;;;;;;;;;;;;;;;109383.16;;0
;;;;;;;;;;;;;;;;;;;;;;;;;57674;;0
;;;;;;;;;;;;;;;;;;;;;;;;;29987;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1092775;;0
;;;;;;;;;;;;;;;;;;;;;;;;;19026;;0
;;;;;;;;;;;;;;;;;;;;;;;;;538937;;1
;;;;;;;;;;;;;;;;;;;;;;;;;46546;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1162670;;0
;;;;;;;;;;;;;;;;;;;;;;;;;747448;;0
;;;;;;;;;;;;;;;;;;;;;;;;;185115;;0
;;;;;;;;;;;;;;;;;;;;;;;;;825310;;1
;;;;;;;;;;;;;;;;;;;;;;;;;568470;;0
;;;;;;;;;;;;;;;;;;;;;;;;;659373;;0
;;;;;;;;;;;;;;;;;;;;;;;;;22701;;0
;;;;;;;;;;;;;;;;;;;;;;;;;809109;;0
;;;;;;;;;;;;;;;;;;;;;;;;;426684;;0
;;;;;;;;;;;;;;;;;;;;;;;;;862046;;0
;;;;;;;;;;;;;;;;;;;;;;;;;346486;;0
;;;;;;;;;;;;;;;;;;;;;;;;;974670.59;;0
;;;;;;;;;;;;;;;;;;;;;;;;;57955;;0
;;;;;;;;;;;;;;;;;;;;;;;;;903972;;0
;;;;;;;;;;;;;;;;;;;;;;;;;185002;;0
;;;;;;;;;;;;;;;;;;;;;;;;;75546;;0
;;;;;;;;;;;;;;;;;;;;;;;;;312997;;0
;;;;;;;;;;;;;;;;;;;;;;;;;10842;;0
;;;;;;;;;;;;;;;;;;;;;;;;;62268;;0
;;;;;;;;;;;;;;;;;;;;;;;;;886422;;0
;;;;;;;;;;;;;;;;;;;;;;;;;551362;;0
;;;;;;;;;;;;;;;;;;;;;;;;;324159.18;;0
;;;;;;;;;;;;;;;;;;;;;;;;;403940;;0
;;;;;;;;;;;;;;;;;;;;;;;;;428894.26;;0
;;;;;;;;;;;;;;;;;;;;;;;;;460390;;0
;;;;;;;;;;;;;;;;;;;;;;;;;283582;;0
;;;;;;;;;;;;;;;;;;;;;;;;;292260.18;;0
;;;;;;;;;;;;;;;;;;;;;;;;;41856;;0
;;;;;;;;;;;;;;;;;;;;;;;;;73213.78;;0
;;;;;;;;;;;;;;;;;;;;;;;;;51308.99;;0
;;;;;;;;;;;;;;;;;;;;;;;;;88370;;0
;;;;;;;;;;;;;;;;;;;;;;;;;1798671;;0
;;;;;;;;;;;;;;;;;;;;;;;;;137947.49;;0
;;;;;;;;;;;;;;;;;;;;;;;;;21318.17;;0
;;;;;;;;;;;;;;;;;;;;;;;;;295229;;0
;;;;;;;;;;;;;;;;;;;;;;;;;564940;;0
;;;;;;;;;;;;;;;;;;;;;;;;;316874;;0
;;;;;;;;;;;;;;;;;;;;;;;;;765179;;0
;;;;;;;;;;;;;;;;;;;;;;;;;589507;;0
;;;;;;;;;;;;;;;;;;;;;;;;;61744.34;;0
;;;;;;;;;;;;;;;;;;;;;;;;;642609;;0
;;;;;;;;;;;;;;;;;;;;;;;;;95242;;0
;;;;;;;;;;;;;;;;;;;;;;;;;356801;;0
;;;;;;;;;;;;;;;;;;;;;;;;;208003.24;;0
;;;;;;;;;;;;;;;;;;;;;;;;;2055308.39;;0
;;;;;;;;;;;;;;;;;;;;;;;;;882281;;0
;;;;;;;;;;;;;;;;;;;;;;;;;856981;;0
;;;;;;;;;;;;;;;;;;;;;;;;;705198.1;;0
